Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_055.jpg;4.516927;0.1011321;0;0.1506665;145.3135;94.39687;0.5606964;106.6355;0.00898611
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_121.jpg;1.526172;0;0;0.1629416;145.3106;94.40602;0.5663851;106.8046;0.001038513
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_187.jpg;0;0;0;0.1575053;145.3071;94.41768;0.5433726;106.8073;359.9911
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_254.jpg;0;0;0;0.1572301;145.3045;94.42612;0.508745;106.8074;359.9839
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_320.jpg;0;0;0;0.1568265;145.302;94.43434;0.4617164;106.8074;359.9777
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_389.jpg;0;0;0;0.1564889;145.2988;94.44503;0.3846368;106.8074;359.9709
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_454.jpg;2.989557;0;0;0.1549979;145.2965;94.45239;0.3080194;107.2582;359.9655
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_520.jpg;6.03325;0.1031319;0;0.1300273;145.2946;94.45815;0.1955575;107.7771;359.9662
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_587.jpg;9.016768;0.3020331;0;0.1400067;145.2911;94.46678;0.07789004;107.7895;359.9827
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_654.jpg;11.98004;0.4995843;0;0.1519081;145.2874;94.47578;0.05671176;107.9688;0.00214367
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_720.jpg;14.99545;0.7006122;0;0.1883415;145.2826;94.48617;0.07128637;108.3264;0.03105411
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_788.jpg;15;0.9003394;0;0.2340843;145.274;94.50484;0.1995691;108.6111;0.0779617
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_854.jpg;13.512;0.7006592;0;0.2566211;145.266;94.52229;0.360658;109.0071;0.1083852
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_921.jpg;10.5153;0.5008796;0;0.3190815;145.2572;94.54234;0.5440226;109.2347;0.1120248
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_35_988.jpg;7.502412;0.3000201;0;0.3278781;145.2457;94.56954;0.7419649;109.6143;0.08627801
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_055.jpg;4.503732;0.1001081;0;0.3277877;145.2375;94.59;0.8507653;109.7967;0.04819865
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_120.jpg;4.507162;0;0;0.3489547;145.2295;94.61071;0.9343658;109.7908;0.003778651
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_187.jpg;7.492944;0;0;0.3454976;145.2183;94.6366;0.9680106;110.0364;359.9829
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_256.jpg;10.46947;0.09840361;0;0.3445698;145.21;94.65459;0.936676;110.2439;359.9792
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_321.jpg;13.35648;0.2908708;0;0.3491637;145.2009;94.67326;0.910313;110.6348;359.9882
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_387.jpg;15;0.5010732;0;0.3882411;145.1872;94.69917;0.8781408;111.2509;0.009665492
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_454.jpg;15;0.3013078;0;0.3970159;145.1766;94.71992;0.8625495;111.6913;0.01750183
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_520.jpg;12.01866;0.1025521;0;0.4014597;145.1658;94.74125;0.8417266;112.0264;0.02239939
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_588.jpg;9.009351;0;0;0.4111244;145.1517;94.77007;0.7958645;112.3575;0.01867031
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_655.jpg;5.981936;0;0;0.4090481;145.1416;94.7913;0.7359611;112.5629;0.01090207
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_720.jpg;3.018291;0;0.1975763;0.3379084;145.1345;94.80671;0.5225549;112.632;-0.005292309
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_788.jpg;0.02781518;0;0.3969414;0.1691779;145.1344;94.80701;359.7736;112.6323;359.96
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_855.jpg;0;0;0.5975919;0.1567126;145.1342;94.8072;359.2636;112.6317;359.9372
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_921.jpg;0;0;0.7985072;0.1245868;145.1333;94.80704;358.8512;112.6326;359.9897
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_36_988.jpg;0;0;0.9988174;0.08657273;145.1337;94.8074;358.5402;112.6304;0.006003255
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_054.jpg;0;0;1;0;145.134;94.80764;358.6157;112.63;359.9925
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_120.jpg;0;0;1;-0.08720025;145.134;94.80756;358.8971;112.6298;0.002841031
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_187.jpg;0;0;1;-0.08798112;145.134;94.8074;359.2891;112.6298;0.003806389
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_255.jpg;0;0;1;-0.08610009;145.1341;94.80728;359.5747;112.6298;0.004365918
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_321.jpg;0;0;1;-0.08131105;145.1341;94.80717;359.8478;112.6298;0.00478514
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_387.jpg;0;0;1;-0.07621831;145.1342;94.80705;0.1849883;112.6298;0.005133437
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_454.jpg;0;0;1;-0.07004035;145.1342;94.80698;0.4130714;112.6297;0.005244494
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_520.jpg;0;0;1;-0.06045037;145.1342;94.80692;0.6166726;112.6297;0.005236951
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_588.jpg;0;0;1;-0.04932556;145.1344;94.80689;0.8276559;112.6296;0.001107767
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_656.jpg;0;0;1;-0.03698608;145.1344;94.80685;0.9401524;112.6302;-0.0001446407
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_720.jpg;0;0;1;-0.02316258;145.1344;94.80682;1.018226;112.6301;0.001295619
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_788.jpg;0;0;1;-0.01418756;145.1344;94.80679;1.074416;112.6303;0.0001586831
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_854.jpg;0;0;0;0;145.1344;94.80679;1.084715;112.6305;-0.0002256234
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_921.jpg;0;0;0;0;145.1344;94.80679;1.06955;112.6307;0.00106312
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_37_987.jpg;0;0;0;0.01049322;145.1344;94.80681;1.018114;112.6307;0.001877438
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_054.jpg;0;0;0.101713;0.0156424;145.1344;94.80682;0.9599945;112.6306;0.002308341
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_121.jpg;0;0;0.3005989;0.02140867;145.1344;94.80685;0.8876839;112.6306;0.002652993
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_187.jpg;0;0;0.5028576;0.02490704;145.1344;94.80688;0.7733799;112.6306;0.002981142
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_256.jpg;0;0;0.7035267;0.02767622;145.1344;94.80691;0.6774393;112.6306;0.003131273
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_320.jpg;0;0;0.9013787;0.03023601;145.1343;94.80693;0.5754783;112.6306;0.00320364
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_388.jpg;0;0;1;0.03132656;145.1343;94.80698;0.4342891;112.6306;0.003188229
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_450.jpg;0;0;1;0.03173894;145.1343;94.80702;0.3274048;112.6306;0.003101537
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_520.jpg;0;0;1;0.03130505;145.1343;94.80705;0.2220112;112.6306;0.002958311
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_588.jpg;0;0;1;0.03030772;145.1343;94.8071;0.08708495;112.6306;0.002693222
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_654.jpg;0;0;1;0.0288008;145.1342;94.80713;359.9922;112.6306;0.002449243
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_720.jpg;0;0;1;0.02611171;145.1342;94.80716;359.9045;112.6306;0.002175683
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_788.jpg;0;0;1;0.02367576;145.1342;94.8072;359.8004;112.6306;0.001779789
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_854.jpg;0;0;1;0.02096049;145.1342;94.80722;359.7332;112.6306;0.001469544
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_921.jpg;0;0;1;0.01703035;145.1342;94.80725;359.676;112.6306;0.001156335
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_38_988.jpg;0;0;1;0.01394279;145.1342;94.80727;359.616;112.6306;0.0007449808
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_054.jpg;0;0;1;0.01081055;145.1342;94.8073;359.5832;112.6306;0.0004488234
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_120.jpg;0;0;0;0;145.1342;94.80731;359.5608;112.6306;0.0001689388
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_187.jpg;0;0;0;0;145.1342;94.80731;359.5466;112.6306;-0.0001703732
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_253.jpg;0;0;0;0;145.1342;94.80732;359.5469;112.6307;-0.0003959566
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_320.jpg;0;0;0;0;145.1342;94.80732;359.5558;112.6307;-0.0005939974
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_387.jpg;0;0;0;0;145.1342;94.80731;359.5799;112.6307;-0.0008119338
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_453.jpg;0;0;0;0;145.1342;94.8073;359.6059;112.6307;-0.0009398535
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_519.jpg;0;0;0;0;145.1342;94.80729;359.6375;112.6307;-0.001037336
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_587.jpg;0;0.2003311;0;0;145.1338;94.80827;359.7102;112.5116;-0.001710384
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_654.jpg;0;0.4008284;0;0;145.1331;94.80981;359.785;112.4999;-0.001605829
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_720.jpg;0;0.6006572;0;0.03610761;145.1316;94.81345;359.9094;112.5232;-0.001375464
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_787.jpg;0;0.800101;0;0.06338205;145.1276;94.82297;0.1718844;112.5548;-0.001031447
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_855.jpg;0;1;0;0.1109391;145.123;94.83418;0.4431464;112.6;-0.001191703
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_920.jpg;0;1;0;0.1787564;145.1171;94.84847;0.7289943;112.6618;-0.001120389
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_39_988.jpg;0;1;0;0.2311549;145.1073;94.87202;1.124063;112.7208;-0.002234635
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_054.jpg;0;1;0;0.2791895;145.0993;94.8917;1.345314;112.8409;-0.002457438
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_120.jpg;0;1;0;0.3296926;145.0923;94.90899;1.253276;112.7768;-0.001641266
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_187.jpg;0;1;0;0.4047483;145.0806;94.93719;1.101759;112.6682;0.000118056
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_257.jpg;0;1;0;0.4576685;145.07;94.96279;1.069427;112.6252;-0.0007995382
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_320.jpg;0;1;0;0.5162792;145.058;94.99181;1.091935;112.6642;-8.084303E-05
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_388.jpg;0;1;0;0.5721737;145.0399;95.03554;1.18247;112.765;-0.001657901
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_454.jpg;0;1;0;0.6184899;145.0252;95.07135;1.238793;112.813;-0.001643044
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_521.jpg;1.497535;1;0;0.6893119;145.0096;95.10854;1.225614;112.9564;-0.001275029
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_587.jpg;4.389795;1;0;0.7184604;144.9855;95.16205;1.196156;113.3284;-0.00283077
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_654.jpg;7.455791;1;0;0.7837791;144.9648;95.2049;1.187683;113.7138;0.001308049
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_720.jpg;10.44938;1;0;0.8411897;144.9416;95.25029;1.196532;114.2921;0.00196747
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_787.jpg;13.48271;1;0;0.8948438;144.9064;95.31295;1.19662;115.5019;0.01422924
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_854.jpg;15;0.8983756;0;0.9387115;144.8764;95.36197;1.202784;116.52;0.03181541
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_920.jpg;15;0.6995783;0;0.9980139;144.8446;95.41229;1.193393;117.5116;0.03882297
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_40_987.jpg;15;0.4984891;0;1.020637;144.7996;95.47997;1.141214;118.7911;0.04310931
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_054.jpg;15;0.2999282;0;1.046762;144.7641;95.53095;1.092534;119.768;0.06573249
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_121.jpg;15;0.09994175;0;1.06;144.7278;95.58121;1.017553;120.7414;0.1041525
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_184.jpg;15;0;0;1.049767;144.6911;95.63012;0.9068528;121.7997;0.158065
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_251.jpg;15;0;0;1.045527;144.6414;95.69339;0.7186067;123.197;0.2546655
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_319.jpg;15;0;0;1.041146;144.6037;95.73952;0.5569777;124.233;0.3428522
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_384.jpg;15;0;0;1.035054;144.5654;95.7846;0.3855731;125.2608;0.4414691
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_451.jpg;15;0;0;1.030312;144.5134;95.84321;0.1522507;126.6214;0.5839558
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_517.jpg;15;0;0;1.02544;144.4738;95.88609;359.9803;127.6365;0.695075
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_587.jpg;15;0;0;1.01825;144.4198;95.94292;359.8182;128.9782;0.7999518
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_654.jpg;15;0;0;1.012625;144.3783;95.98499;359.7401;129.9857;0.8529001
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_717.jpg;15;0;0;1.00719;144.3359;96.02677;359.7103;130.9822;0.8742227
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_787.jpg;15;0;0.1149835;0.999424;144.2778;96.08143;359.7448;132.3113;0.8449801
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_854.jpg;-1.541203;0;0.3108771;0.9664145;144.2402;96.12294;359.6977;132.3471;0.6827598
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_921.jpg;-4.500729;0;0.5081789;0.8722254;144.2079;96.16008;359.5122;132.1715;0.4902577
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_41_987.jpg;-7.527126;0;0.7099387;0.7483717;144.1804;96.19464;358.872;131.871;0.1744236
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_053.jpg;-10.54977;0;0.911448;0.4927229;144.1717;96.20587;358.1755;131.7549;359.9347
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_120.jpg;-13.50242;0;1;0.3418268;144.1635;96.21041;357.6756;131.8094;359.9695
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_187.jpg;-15;0;1;0.125193;144.1631;96.21043;357.188;131.8351;0.02879094
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_257.jpg;-15;0;1;0.05241794;144.1631;96.21054;357.1416;131.8284;0.007362819
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_320.jpg;-15;0;1;-0.07325621;144.1629;96.21059;357.4141;131.8374;-0.002696989
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_387.jpg;-15;0;1;-0.1567425;144.1629;96.2106;358.1985;131.8448;359.9862
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_453.jpg;-15;0;1;-0.2379398;144.163;96.21047;359.0692;131.848;0.0008139136
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_520.jpg;-15;0;1;-0.2547243;144.1632;96.21019;359.9239;131.8501;0.003170578
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_587.jpg;-15;0;1;-0.2359925;144.1635;96.20992;0.9263856;131.8494;0.002890988
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_653.jpg;-15;0;1;-0.1890921;144.1634;96.20968;1.497461;131.8476;0.01478819
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_722.jpg;-15;0;1;-0.1012596;144.1646;96.2101;1.768135;131.8501;359.9875
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_784.jpg;-15;0;1;0.02485763;144.1657;96.2105;1.753252;131.8504;0.005531574
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_851.jpg;-15;0;1;0.0821773;144.1677;96.21143;1.268552;131.8528;0.00935186
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_915.jpg;-15;0;1;0.1313639;144.1679;96.21172;0.7979758;131.8527;0.03400796
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_42_983.jpg;-15;0;1;0.1307816;144.1678;96.21181;0.360092;131.8528;0.08192819
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_051.jpg;-15;0;1;0.123518;144.1676;96.21198;359.8153;131.8538;0.1351766
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_117.jpg;-15;0;1;0.1142755;144.1678;96.21224;359.4596;131.8549;0.1424313
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_184.jpg;-15;0;1;0.08653058;144.1679;96.21244;359.1674;131.8553;0.1184012
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_251.jpg;-15;0;1;0.07124014;144.168;96.21264;358.8619;131.8549;0.05870377
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_317.jpg;-15;0;1;0.05288784;144.1682;96.21283;358.7307;131.8534;359.9735
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_383.jpg;-15;0;1;-0.01780724;144.1675;96.21242;358.7608;131.8573;359.9672
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_451.jpg;-15;0;1;-0.03331862;144.1671;96.21212;358.9233;131.858;0.01475955
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_520.jpg;-15;0;1;-0.03953409;144.1672;96.21207;359.0579;131.8584;0.03670632
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_588.jpg;-13.49314;0;0;-0.04282185;144.1672;96.21201;359.2481;130.2393;0.04120382
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_653.jpg;0;0;0;-0.04437332;144.1673;96.21198;359.3962;130.2395;0.06199958
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_719.jpg;0;0;0;-0.04470866;144.1673;96.21194;359.5451;130.2395;0.07967562
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_788.jpg;0;0;0;-0.04396447;144.1674;96.2119;359.7399;130.2393;0.09825312
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_853.jpg;0;0;0;-0.04244865;144.1674;96.21186;359.8799;130.2391;0.1084208
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_919.jpg;0;0;0;-0.0393656;144.1675;96.21182;0.01202487;130.2388;0.11566
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_43_987.jpg;0;0;0;-0.0363907;144.1675;96.21178;0.1726177;130.2385;0.1205585
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_053.jpg;0;0;0;-0.03295095;144.1676;96.21175;0.2793351;130.2382;0.1209139
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_119.jpg;0;0;0;-0.02781778;144.1676;96.21173;0.3729343;130.238;0.1186966
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_188.jpg;0;0;0;-0.02369153;144.1676;96.21169;0.4759059;130.2378;0.1122243
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_256.jpg;0;0;0;-0.0185154;144.1676;96.21169;0.5293785;130.2377;0.09799889
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_320.jpg;0;0;0;-0.01232228;144.1676;96.21167;0.5667608;130.2377;0.08062939
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_383.jpg;0;0;0;0;144.1677;96.21165;0.589285;130.2379;0.06167972
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_452.jpg;0;0;0;0;144.1677;96.21165;0.5982173;130.2379;0.03584292
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_515.jpg;0;0;0;0;144.1677;96.21164;0.5910935;130.2379;0.01758067
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_581.jpg;0;0;0;0;144.1676;96.21164;0.573135;130.2379;0.0005628784
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_655.jpg;4.222952;0;0;0;144.1676;96.21165;0.534;130.9809;359.9737
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_720.jpg;8.240229;0;0;0.01200959;144.1676;96.21166;0.4942529;132.2288;359.9514
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_788.jpg;12.27831;0;0;0.0137211;144.1676;96.21168;0.4290257;134.9331;359.9217
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_854.jpg;15;0;0;0.01512681;144.1676;96.21169;0.3726848;137.5869;359.9037
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_921.jpg;15;0;0;0.01649347;144.1675;96.21171;0.3127201;140.2869;359.894
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_44_983.jpg;15;0;0;0.01711635;144.1676;96.21172;0.2512476;142.9868;359.8925
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_055.jpg;15;0;0;0.01738439;144.1675;96.21174;0.1701621;146.5866;359.9021
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_119.jpg;15;0;0;0.01720032;144.1675;96.21175;0.1121243;149.2866;359.917
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_188.jpg;15;0;0;0.0166812;144.1675;96.21177;0.04098739;152.8865;359.9448
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_255.jpg;15;0;0;0.01586567;144.1675;96.21179;359.9937;155.5865;359.97
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_322.jpg;15;0;0;0.01437812;144.1675;96.2118;359.9523;158.2865;-0.002483106
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_384.jpg;15;0;0;0.01301353;144.1675;96.21181;359.9173;160.9866;0.02613732
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_450.jpg;15;0;0;0.01148335;144.1674;96.21183;359.8809;164.5866;0.0639007
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_520.jpg;15;0;0;0;144.1674;96.21184;359.8611;167.2867;0.09052515
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_588.jpg;15;0;0;0;144.1674;96.21185;359.8443;170.8869;0.1220115
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_655.jpg;15;0;0;0;144.1674;96.21185;359.8381;173.587;0.1416742
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_721.jpg;15;0;0;0;144.1674;96.21186;359.8368;176.287;0.1573479
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_788.jpg;15;0;0;0;144.1674;96.21186;359.8413;179.8871;0.1714711
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_855.jpg;15;0;0;0;144.1674;96.21186;359.8485;182.587;0.1767981
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_921.jpg;15;0;0;0;144.1674;96.21185;359.8581;185.287;0.1776509
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_45_987.jpg;15;0;0;0;144.1674;96.21185;359.8733;188.887;0.1721821
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_46_053.jpg;15;0;0;0;144.1674;96.21184;359.8857;191.587;0.1635648
D:\Udacity\Robotics\Term1\IMG\robocam_2018_11_14_07_05_46_120.jpg;15;0;0;0;144.1674;96.21182;359.8982;194.287;0.1515704
